notif_id,plate,owner,phone,type,message,status,time
736,DL59QR2695,Suresh Das,+910814670689,EMAIL,DL59QR2695 overspeeding (69 km/h) at Residential Zone,Failed,2026-03-23 18:00:58
737,DL86SZ9423,Meena Joshi,+919354767148,SMS,DL86SZ9423 overspeeding (31 km/h) at Academic Block A,Delivered,2026-03-24 02:28:58
738,ML66DO3392,Neha Kumar,+919221505021,SMS,ML66DO3392 overspeeding (28 km/h) at Main Gate,Delivered,2026-03-24 01:10:58
739,WB36BB8849,Pooja Nair,+916299069117,SMS,WB36BB8849 overspeeding (52 km/h) at Library Junction,Failed,2026-03-24 06:41:58
740,AS86JG9373,Suresh Mehta,+912381617150,SMS,AS86JG9373 overspeeding (60 km/h) at Academic Block A,Delivered,2026-03-23 13:56:58
741,ML88FN3438,Neha Iyer,+911992948086,EMAIL,ML88FN3438 overspeeding (57 km/h) at GH-4 Gate,Failed,2026-03-24 06:32:58
742,WB83EK6884,Pooja Iyer,+913168632252,SMS,WB83EK6884 overspeeding (59 km/h) at Main Gate,Failed,2026-03-23 20:38:58
743,ML28TE1153,Rajesh Gupta,+910236906726,EMAIL,ML28TE1153 overspeeding (68 km/h) at Academic Block A,Delivered,2026-03-24 11:24:58
744,AS86JG9373,Suresh Mehta,+912381617150,SMS,AS86JG9373 overspeeding (56 km/h) at Main Gate,Failed,2026-03-23 16:05:58
745,DL21FZ5173,Rahul Nair,+911900874208,SYSTEM,DL21FZ5173 overspeeding (61 km/h) at Academic Block A,Delivered,2026-03-24 04:53:58
746,AS15DM4115,Kavya Bose,+912103891860,EMAIL,AS15DM4115 overspeeding (46 km/h) at Library Junction,Delivered,2026-03-24 02:57:58
747,KA16IA3366,Rohan Sharma,+915286067475,SYSTEM,KA16IA3366 overspeeding (36 km/h) at Main Gate,Delivered,2026-03-24 01:39:58
748,KA67DY2024,Kavya Bose,+919877170221,SYSTEM,KA67DY2024 overspeeding (67 km/h) at Sports Complex,Failed,2026-03-24 02:18:58
749,AS11BT4725,Priya Iyer,+918449239542,EMAIL,AS11BT4725 overspeeding (61 km/h) at Hospital Road,Failed,2026-03-23 22:17:58
750,WB48UU1369,Arjun Kumar,+918948026518,EMAIL,WB48UU1369 overspeeding (64 km/h) at Residential Zone,Delivered,2026-03-24 09:48:58
751,ML07XQ7196,Rohan Bose,+915677490863,SMS,ML07XQ7196 overspeeding (31 km/h) at Residential Zone,Failed,2026-03-23 13:40:58
752,KA14YZ5213,Rajesh Bose,+917500846271,SYSTEM,KA14YZ5213 overspeeding (17 km/h) at Residential Zone,Delivered,2026-03-23 22:11:58
753,DL86SZ9423,Meena Joshi,+919354767148,EMAIL,DL86SZ9423 overspeeding (40 km/h) at Sports Complex,Failed,2026-03-24 06:04:58
754,AS17HA8384,Riya Verma,+917556453519,SYSTEM,AS17HA8384 overspeeding (50 km/h) at Main Gate,Failed,2026-03-23 18:32:58
755,AS17HA8384,Riya Verma,+917556453519,SMS,AS17HA8384 overspeeding (24 km/h) at Academic Block A,Delivered,2026-03-23 13:03:58
756,DL21FZ5173,Rahul Nair,+911900874208,SYSTEM,DL21FZ5173 overspeeding (41 km/h) at Sports Complex,Delivered,2026-03-24 09:42:58
757,DL52IZ2550,Ananya Iyer,+918110914408,EMAIL,DL52IZ2550 overspeeding (54 km/h) at Academic Block B,Delivered,2026-03-24 07:50:58
758,ML34UE2374,Rohan Joshi,+914806694030,SMS,ML34UE2374 overspeeding (39 km/h) at Academic Block B,Delivered,2026-03-24 00:52:58
759,ML96SL5034,Ananya Nair,+913496992806,EMAIL,ML96SL5034 overspeeding (56 km/h) at Academic Block A,Delivered,2026-03-23 15:20:58
760,ML28CR1695,Suresh Mehta,+915639757890,SYSTEM,ML28CR1695 overspeeding (43 km/h) at Main Gate,Delivered,2026-03-24 05:41:58
761,WB89CN6765,Riya Mehta,+913561598010,SYSTEM,WB89CN6765 overspeeding (36 km/h) at Hospital Road,Delivered,2026-03-24 08:02:58
762,ML73GV9095,Rajesh Mehta,+912021048241,SMS,ML73GV9095 overspeeding (24 km/h) at Library Junction,Failed,2026-03-24 05:49:58
763,DL01NF5747,Arjun Verma,+911316655257,SMS,DL01NF5747 overspeeding (58 km/h) at Sports Complex,Failed,2026-03-23 13:55:58
764,KA13RM5187,Vikram Nair,+914767591949,SYSTEM,KA13RM5187 overspeeding (59 km/h) at Academic Block B,Delivered,2026-03-24 07:45:58
765,DL72HP6499,Kavya Iyer,+916877846731,EMAIL,DL72HP6499 overspeeding (68 km/h) at Academic Block B,Delivered,2026-03-24 06:14:58
766,ML37VL7728,Sneha Nair,+915564478958,SMS,ML37VL7728 overspeeding (52 km/h) at Sports Complex,Delivered,2026-03-24 11:26:58
767,AS35MP2924,Sneha Mehta,+914556580308,SMS,AS35MP2924 overspeeding (58 km/h) at Hospital Road,Delivered,2026-03-23 20:41:58
768,KA14YZ5213,Rajesh Bose,+917500846271,SMS,KA14YZ5213 overspeeding (46 km/h) at Residential Zone,Failed,2026-03-24 02:40:58
769,DL01NF5747,Arjun Verma,+911316655257,SYSTEM,DL01NF5747 overspeeding (32 km/h) at Academic Block A,Delivered,2026-03-24 02:06:58
770,ML46MM6488,Rajesh Joshi,+919322317460,SMS,ML46MM6488 overspeeding (37 km/h) at Academic Block B,Delivered,2026-03-24 04:58:58
771,DL63EZ3326,Suresh Nair,+913397774947,SMS,DL63EZ3326 overspeeding (37 km/h) at Library Junction,Failed,2026-03-23 17:55:58
772,ML96SL5034,Ananya Nair,+913496992806,SMS,ML96SL5034 overspeeding (39 km/h) at Residential Zone,Delivered,2026-03-23 13:12:58
773,AS15DM4115,Kavya Bose,+912103891860,EMAIL,AS15DM4115 overspeeding (27 km/h) at Academic Block B,Delivered,2026-03-23 17:32:58
774,KA05JP7623,Meena Bose,+919000637891,SMS,KA05JP7623 overspeeding (50 km/h) at Residential Zone,Failed,2026-03-24 09:26:58
775,ML56BF3812,Kavya Verma,+911367302207,SMS,ML56BF3812 overspeeding (56 km/h) at Sports Complex,Failed,2026-03-24 00:35:58
776,KA32HP4802,Kavya Gupta,+911841233946,SYSTEM,KA32HP4802 overspeeding (69 km/h) at Hospital Road,Failed,2026-03-23 15:40:58
777,ML88RX4292,Sneha Joshi,+913910963340,SMS,ML88RX4292 overspeeding (30 km/h) at GH-4 Gate,Delivered,2026-03-24 01:05:58
778,AS56EJ1700,Pooja Verma,+914789307919,EMAIL,AS56EJ1700 overspeeding (41 km/h) at Academic Block B,Delivered,2026-03-24 11:45:58
779,KA14YZ5213,Rajesh Bose,+917500846271,SMS,KA14YZ5213 overspeeding (44 km/h) at Sports Complex,Failed,2026-03-24 09:28:58
780,KA17GN7428,Rohan Bose,+915832157688,SMS,KA17GN7428 overspeeding (32 km/h) at Hospital Road,Failed,2026-03-24 10:26:58
781,ML67AP9551,Suresh Verma,+917855402642,EMAIL,ML67AP9551 overspeeding (47 km/h) at Library Junction,Delivered,2026-03-23 12:30:58
782,KA92JX4694,Riya Kumar,+914291031585,SMS,KA92JX4694 overspeeding (56 km/h) at Residential Zone,Delivered,2026-03-24 00:05:58
783,DL09RM3079,Rajesh Gupta,+910414389408,EMAIL,DL09RM3079 overspeeding (48 km/h) at Hospital Road,Delivered,2026-03-24 12:04:58
784,KA05JP7623,Meena Bose,+919000637891,EMAIL,KA05JP7623 overspeeding (64 km/h) at Main Gate,Delivered,2026-03-23 19:30:58
785,ML66DO3392,Neha Kumar,+919221505021,EMAIL,ML66DO3392 overspeeding (31 km/h) at Residential Zone,Delivered,2026-03-24 06:46:58
786,WB19EG7034,Priya Bose,+916975237282,EMAIL,WB19EG7034 overspeeding (35 km/h) at Residential Zone,Delivered,2026-03-23 13:33:58
787,WB48UU1369,Arjun Kumar,+918948026518,SYSTEM,WB48UU1369 overspeeding (49 km/h) at Main Gate,Delivered,2026-03-23 16:12:58
788,KA17GN7428,Rohan Bose,+915832157688,EMAIL,KA17GN7428 overspeeding (32 km/h) at Academic Block B,Failed,2026-03-24 07:42:58
789,WB83EK6884,Pooja Iyer,+913168632252,SYSTEM,WB83EK6884 overspeeding (45 km/h) at Main Gate,Delivered,2026-03-24 09:30:58
790,KA32HP4802,Kavya Gupta,+911841233946,SMS,KA32HP4802 overspeeding (65 km/h) at Residential Zone,Delivered,2026-03-24 10:54:58
791,AS05UA4808,Kavya Das,+919637877610,EMAIL,AS05UA4808 overspeeding (61 km/h) at Sports Complex,Delivered,2026-03-23 21:19:58
792,DL15VL1668,Arjun Mehta,+918492100012,EMAIL,DL15VL1668 overspeeding (51 km/h) at Sports Complex,Failed,2026-03-23 18:35:58
793,DL31BI3386,Kavya Verma,+919431025879,SMS,DL31BI3386 overspeeding (51 km/h) at Academic Block B,Delivered,2026-03-24 02:29:58
794,WB89CN6765,Riya Mehta,+913561598010,SYSTEM,WB89CN6765 overspeeding (27 km/h) at Academic Block B,Failed,2026-03-23 22:17:58
795,DL09RM3079,Rajesh Gupta,+910414389408,EMAIL,DL09RM3079 overspeeding (53 km/h) at Residential Zone,Delivered,2026-03-23 13:52:58
796,WB69AZ2580,Rahul Gupta,+917864439585,SYSTEM,WB69AZ2580 overspeeding (46 km/h) at Sports Complex,Failed,2026-03-23 19:11:58
797,WB55CZ1211,Neha Nair,+912736869188,SYSTEM,WB55CZ1211 overspeeding (48 km/h) at Hospital Road,Delivered,2026-03-23 21:07:58
798,WB67HF8236,Neha Sharma,+916210931597,SYSTEM,WB67HF8236 overspeeding (17 km/h) at Residential Zone,Failed,2026-03-24 10:28:58
799,WB57OF5240,Arjun Iyer,+911483946013,EMAIL,WB57OF5240 overspeeding (56 km/h) at Academic Block A,Failed,2026-03-23 16:57:58
800,WB34HA6278,Priya Nair,+911278416516,EMAIL,WB34HA6278 overspeeding (48 km/h) at Hospital Road,Delivered,2026-03-24 07:03:58
801,KA30QN3381,Sneha Sharma,+912427917146,SYSTEM,KA30QN3381 overspeeding (54 km/h) at GH-4 Gate,Failed,2026-03-24 06:19:58
802,WB84FK1524,Suresh Das,+919692463706,SMS,WB84FK1524 overspeeding (53 km/h) at Sports Complex,Failed,2026-03-24 07:08:58
803,KA32PF6209,Rahul Nair,+913422974948,SYSTEM,KA32PF6209 overspeeding (35 km/h) at Library Junction,Failed,2026-03-24 10:49:58
804,ML67AP9551,Suresh Verma,+917855402642,EMAIL,ML67AP9551 overspeeding (28 km/h) at Academic Block A,Delivered,2026-03-23 17:05:58
805,AS27RC7448,Ananya Sharma,+919232836094,SYSTEM,AS27RC7448 overspeeding (50 km/h) at Main Gate,Failed,2026-03-24 10:25:58
806,KA55JD5796,Riya Gupta,+916827671617,EMAIL,KA55JD5796 overspeeding (26 km/h) at Academic Block B,Delivered,2026-03-23 21:11:58
807,WB15EK7276,Neha Gupta,+916521010367,SMS,WB15EK7276 overspeeding (22 km/h) at Academic Block A,Delivered,2026-03-24 01:02:58
808,DL32VH5131,Ananya Nair,+916053706022,SMS,DL32VH5131 overspeeding (55 km/h) at Sports Complex,Failed,2026-03-23 15:53:58
809,ML97PM4717,Rajesh Joshi,+910225793932,EMAIL,ML97PM4717 overspeeding (27 km/h) at Library Junction,Delivered,2026-03-24 10:49:58
810,WB91KK4291,Sneha Verma,+918987479903,EMAIL,WB91KK4291 overspeeding (50 km/h) at Residential Zone,Failed,2026-03-23 16:05:58
811,AS62CG5474,Kavya Bose,+919032494066,EMAIL,AS62CG5474 overspeeding (63 km/h) at GH-4 Gate,Failed,2026-03-23 15:24:58
812,AS20GA9785,Rahul Iyer,+913620715201,SMS,AS20GA9785 overspeeding (24 km/h) at Library Junction,Delivered,2026-03-24 04:35:58
813,ML64JM7237,Ananya Mehta,+910089925356,SYSTEM,ML64JM7237 overspeeding (41 km/h) at GH-4 Gate,Delivered,2026-03-24 06:22:58
814,DL99TM2873,Pooja Bose,+918396935104,SMS,DL99TM2873 overspeeding (52 km/h) at Hospital Road,Delivered,2026-03-24 03:32:58
815,DL62KW3487,Vikram Sharma,+913688960820,EMAIL,DL62KW3487 overspeeding (26 km/h) at Residential Zone,Failed,2026-03-23 17:48:58
816,DL31BI3386,Kavya Verma,+919431025879,SYSTEM,DL31BI3386 overspeeding (63 km/h) at Main Gate,Delivered,2026-03-24 10:33:58
817,KA91KA4712,Meena Mehta,+914977347776,SMS,KA91KA4712 overspeeding (50 km/h) at Academic Block B,Delivered,2026-03-23 14:42:58
818,AS83FS6022,Kavya Mehta,+917446152331,SYSTEM,AS83FS6022 overspeeding (65 km/h) at Academic Block B,Failed,2026-03-23 23:12:58
819,ML45SH3466,Sneha Joshi,+914389074659,SMS,ML45SH3466 overspeeding (62 km/h) at Academic Block A,Failed,2026-03-24 09:12:58
820,ML45SH3466,Sneha Joshi,+914389074659,SMS,ML45SH3466 overspeeding (68 km/h) at Residential Zone,Failed,2026-03-24 05:35:58
821,KA26GV1325,Priya Mehta,+915506330633,SYSTEM,KA26GV1325 overspeeding (31 km/h) at Main Gate,Delivered,2026-03-24 11:06:58
822,AS05UA4808,Kavya Das,+919637877610,EMAIL,AS05UA4808 overspeeding (24 km/h) at Hospital Road,Delivered,2026-03-23 21:14:58
823,ML97PM4717,Rajesh Joshi,+910225793932,SMS,ML97PM4717 overspeeding (55 km/h) at Library Junction,Failed,2026-03-23 17:54:58
824,DL05AZ5766,Rahul Joshi,+913347348918,SYSTEM,DL05AZ5766 overspeeding (40 km/h) at Main Gate,Failed,2026-03-24 01:44:58
825,ML45SH3466,Sneha Joshi,+914389074659,SMS,ML45SH3466 overspeeding (43 km/h) at Residential Zone,Failed,2026-03-24 06:13:58
826,DL40VN4049,Rajesh Das,+915928684265,EMAIL,DL40VN4049 overspeeding (34 km/h) at Academic Block A,Delivered,2026-03-23 22:49:58
827,AS40IU3799,Rohan Nair,+910527804140,SMS,AS40IU3799 overspeeding (29 km/h) at Academic Block A,Delivered,2026-03-24 08:12:58
828,KA97LD1716,Rajesh Gupta,+916474566939,SMS,KA97LD1716 overspeeding (48 km/h) at Sports Complex,Delivered,2026-03-23 21:48:58
829,AS20XH6881,Ananya Gupta,+911468643669,EMAIL,AS20XH6881 overspeeding (68 km/h) at Hospital Road,Failed,2026-03-24 09:30:58
830,AS15DM4115,Kavya Bose,+912103891860,SYSTEM,AS15DM4115 overspeeding (46 km/h) at GH-4 Gate,Failed,2026-03-24 00:30:58
831,WB55CZ1211,Neha Nair,+912736869188,EMAIL,WB55CZ1211 overspeeding (55 km/h) at Hospital Road,Failed,2026-03-24 05:57:58
832,AS84QL6148,Rohan Joshi,+913289615662,SMS,AS84QL6148 overspeeding (51 km/h) at Main Gate,Failed,2026-03-24 02:53:58
833,ML32GF1928,Aman Iyer,+917798826466,SMS,ML32GF1928 overspeeding (25 km/h) at Hospital Road,Failed,2026-03-24 07:02:58
834,DL01NF5747,Arjun Verma,+911316655257,SYSTEM,DL01NF5747 overspeeding (34 km/h) at Sports Complex,Failed,2026-03-24 08:02:58
835,DL32VH5131,Ananya Nair,+916053706022,SMS,DL32VH5131 overspeeding (65 km/h) at Residential Zone,Failed,2026-03-24 07:55:58
836,DL72HP6499,Kavya Iyer,+916877846731,SMS,DL72HP6499 overspeeding (56 km/h) at GH-4 Gate,Failed,2026-03-24 09:51:58
837,DL40VN4049,Rajesh Das,+915928684265,SYSTEM,DL40VN4049 overspeeding (39 km/h) at Sports Complex,Failed,2026-03-24 04:43:58
838,AS56EJ1700,Pooja Verma,+914789307919,EMAIL,AS56EJ1700 overspeeding (57 km/h) at Library Junction,Delivered,2026-03-23 22:12:58
839,WB89CN6765,Riya Mehta,+913561598010,EMAIL,WB89CN6765 overspeeding (29 km/h) at Academic Block A,Delivered,2026-03-23 14:06:58
840,KA05JP7623,Meena Bose,+919000637891,SYSTEM,KA05JP7623 overspeeding (59 km/h) at Academic Block A,Delivered,2026-03-24 08:17:58
841,DL40VN4049,Rajesh Das,+915928684265,SYSTEM,DL40VN4049 overspeeding (47 km/h) at Sports Complex,Delivered,2026-03-24 03:32:58
842,DL59QR2695,Suresh Das,+910814670689,SYSTEM,DL59QR2695 overspeeding (56 km/h) at Sports Complex,Delivered,2026-03-23 22:09:58
843,AS85BJ2738,Rohan Joshi,+910333651880,EMAIL,AS85BJ2738 overspeeding (66 km/h) at Hospital Road,Delivered,2026-03-23 15:54:58
844,AS38TM4623,Kavya Gupta,+912540649898,SMS,AS38TM4623 overspeeding (36 km/h) at Main Gate,Failed,2026-03-23 19:19:58
845,ML73GV9095,Rajesh Mehta,+912021048241,SYSTEM,ML73GV9095 overspeeding (34 km/h) at Academic Block B,Delivered,2026-03-23 19:25:58
846,AS05UA4808,Kavya Das,+919637877610,SYSTEM,AS05UA4808 overspeeding (42 km/h) at Residential Zone,Failed,2026-03-23 21:36:58
847,WB57OF5240,Arjun Iyer,+911483946013,EMAIL,WB57OF5240 overspeeding (41 km/h) at Hospital Road,Failed,2026-03-24 03:03:58
848,WB69AZ2580,Rahul Gupta,+917864439585,SMS,WB69AZ2580 overspeeding (54 km/h) at Residential Zone,Delivered,2026-03-23 17:09:58
849,AS83FS6022,Kavya Mehta,+917446152331,SYSTEM,AS83FS6022 overspeeding (54 km/h) at GH-4 Gate,Delivered,2026-03-24 04:38:58
850,DL83RN3192,Pooja Mehta,+916710951012,SMS,DL83RN3192 overspeeding (24 km/h) at Academic Block A,Delivered,2026-03-23 20:40:58
851,WB66YQ5291,Riya Nair,+913398014429,EMAIL,WB66YQ5291 overspeeding (39 km/h) at Sports Complex,Failed,2026-03-23 21:32:58
852,DL83WU9535,Kavya Nair,+911915390504,SMS,DL83WU9535 overspeeding (51 km/h) at Library Junction,Delivered,2026-03-24 02:09:58
853,AS17HA8384,Riya Verma,+917556453519,EMAIL,AS17HA8384 overspeeding (30 km/h) at Residential Zone,Failed,2026-03-23 21:31:58
854,ML34UE2374,Rohan Joshi,+914806694030,SYSTEM,ML34UE2374 overspeeding (39 km/h) at Sports Complex,Failed,2026-03-24 00:10:58
855,AS38TM4623,Kavya Gupta,+912540649898,SYSTEM,AS38TM4623 overspeeding (48 km/h) at GH-4 Gate,Failed,2026-03-23 18:06:58
856,KA17GN7428,Rohan Bose,+915832157688,SYSTEM,KA17GN7428 overspeeding (47 km/h) at Residential Zone,Failed,2026-03-23 12:57:58
857,AS27RC7448,Ananya Sharma,+919232836094,EMAIL,AS27RC7448 overspeeding (54 km/h) at Academic Block B,Failed,2026-03-24 02:54:58
858,AS56EJ1700,Pooja Verma,+914789307919,SMS,AS56EJ1700 overspeeding (24 km/h) at Academic Block A,Failed,2026-03-24 11:48:58
859,DL52IZ2550,Ananya Iyer,+918110914408,SYSTEM,DL52IZ2550 overspeeding (36 km/h) at Main Gate,Delivered,2026-03-23 13:52:58
860,DL39UK9366,Pooja Bose,+918116523937,SYSTEM,DL39UK9366 overspeeding (59 km/h) at Academic Block A,Failed,2026-03-24 03:05:58
861,KA48KJ3409,Aman Bose,+912160886709,EMAIL,KA48KJ3409 overspeeding (40 km/h) at Library Junction,Delivered,2026-03-23 18:30:58
862,ML72BR1484,Rohan Nair,+911576202706,SYSTEM,ML72BR1484 overspeeding (26 km/h) at Main Gate,Delivered,2026-03-24 05:15:58
863,AS39DD6131,Neha Nair,+917489491004,EMAIL,AS39DD6131 overspeeding (34 km/h) at Library Junction,Failed,2026-03-24 06:05:58
864,DL59NA4362,Arjun Mehta,+917190273178,SYSTEM,DL59NA4362 overspeeding (55 km/h) at Residential Zone,Delivered,2026-03-23 13:11:58
865,DL52IZ2550,Ananya Iyer,+918110914408,SYSTEM,DL52IZ2550 overspeeding (69 km/h) at GH-4 Gate,Failed,2026-03-23 12:40:58
866,DL63EZ3326,Suresh Nair,+913397774947,EMAIL,DL63EZ3326 overspeeding (30 km/h) at Main Gate,Delivered,2026-03-24 11:20:58
867,ML97PM4717,Rajesh Joshi,+910225793932,SMS,ML97PM4717 overspeeding (57 km/h) at Academic Block B,Failed,2026-03-23 12:45:58
868,WB48UU1369,Arjun Kumar,+918948026518,SYSTEM,WB48UU1369 overspeeding (38 km/h) at Hospital Road,Failed,2026-03-24 12:18:58
869,AS27RC7448,Ananya Sharma,+919232836094,EMAIL,AS27RC7448 overspeeding (42 km/h) at Academic Block A,Delivered,2026-03-24 10:49:58
870,DL72HP6499,Kavya Iyer,+916877846731,EMAIL,DL72HP6499 overspeeding (39 km/h) at Residential Zone,Failed,2026-03-24 03:01:58
871,DL86SZ9423,Meena Joshi,+919354767148,SMS,DL86SZ9423 overspeeding (58 km/h) at Hospital Road,Failed,2026-03-24 04:44:58
872,ML56VE5235,Rahul Bose,+916488033059,SMS,ML56VE5235 overspeeding (44 km/h) at Sports Complex,Delivered,2026-03-24 04:36:58
873,ML66DO3392,Neha Kumar,+919221505021,SMS,ML66DO3392 overspeeding (39 km/h) at Hospital Road,Delivered,2026-03-23 20:43:58
874,DL05AZ5766,Rahul Joshi,+913347348918,SMS,DL05AZ5766 overspeeding (49 km/h) at Library Junction,Failed,2026-03-23 12:39:58
875,KA05JP7623,Meena Bose,+919000637891,SYSTEM,KA05JP7623 overspeeding (43 km/h) at Academic Block A,Failed,2026-03-24 11:20:58
876,AS62CG5474,Kavya Bose,+919032494066,EMAIL,AS62CG5474 overspeeding (35 km/h) at GH-4 Gate,Delivered,2026-03-24 03:38:58
877,ML56VE5235,Rahul Bose,+916488033059,SMS,ML56VE5235 overspeeding (45 km/h) at Academic Block A,Delivered,2026-03-23 22:43:58
878,KA48KJ3409,Aman Bose,+912160886709,EMAIL,KA48KJ3409 overspeeding (66 km/h) at Academic Block A,Failed,2026-03-23 23:18:58
879,AS85BJ2738,Rohan Joshi,+910333651880,SMS,AS85BJ2738 overspeeding (30 km/h) at GH-4 Gate,Failed,2026-03-23 12:39:58
880,KA30QN3381,Sneha Sharma,+912427917146,SYSTEM,KA30QN3381 overspeeding (37 km/h) at Sports Complex,Failed,2026-03-24 07:06:58
881,DL05AZ5766,Rahul Joshi,+913347348918,SYSTEM,DL05AZ5766 overspeeding (42 km/h) at Residential Zone,Failed,2026-03-24 03:15:58
882,WB03IY1586,Rohan Das,+919834567754,SMS,WB03IY1586 overspeeding (43 km/h) at Residential Zone,Delivered,2026-03-24 00:47:58
883,WB36BB8849,Pooja Nair,+916299069117,EMAIL,WB36BB8849 overspeeding (57 km/h) at Sports Complex,Failed,2026-03-23 21:08:58
884,KA72NF7276,Kavya Sharma,+914958854666,SMS,KA72NF7276 overspeeding (51 km/h) at Main Gate,Failed,2026-03-24 03:37:58
885,WB67HF8236,Neha Sharma,+916210931597,SMS,WB67HF8236 overspeeding (62 km/h) at Academic Block A,Delivered,2026-03-23 20:57:58
886,ML73GV9095,Rajesh Mehta,+912021048241,EMAIL,ML73GV9095 overspeeding (58 km/h) at Main Gate,Failed,2026-03-23 14:40:58
887,WB35LG7640,Neha Verma,+911544676659,EMAIL,WB35LG7640 overspeeding (64 km/h) at Library Junction,Failed,2026-03-23 19:02:58
888,ML94LG3675,Arjun Bose,+912905214340,EMAIL,ML94LG3675 overspeeding (24 km/h) at Academic Block B,Failed,2026-03-23 23:44:58
889,ML94LG3675,Arjun Bose,+912905214340,SMS,ML94LG3675 overspeeding (33 km/h) at Academic Block A,Delivered,2026-03-24 12:14:58
890,ML66DO3392,Neha Kumar,+919221505021,SYSTEM,ML66DO3392 overspeeding (33 km/h) at Main Gate,Delivered,2026-03-23 19:20:58
891,DL83RN3192,Pooja Mehta,+916710951012,SMS,DL83RN3192 overspeeding (26 km/h) at Academic Block A,Delivered,2026-03-23 12:30:58
892,DL98TW1231,Arjun Das,+911014027580,EMAIL,DL98TW1231 overspeeding (43 km/h) at Hospital Road,Failed,2026-03-23 14:53:58
893,DL59NA4362,Arjun Mehta,+917190273178,SYSTEM,DL59NA4362 overspeeding (41 km/h) at Residential Zone,Delivered,2026-03-24 09:35:58
894,AS34EA9219,Ananya Verma,+919279012809,SYSTEM,AS34EA9219 overspeeding (34 km/h) at GH-4 Gate,Delivered,2026-03-23 13:49:58
895,KA92JX4694,Riya Kumar,+914291031585,SYSTEM,KA92JX4694 overspeeding (47 km/h) at Academic Block B,Failed,2026-03-24 09:28:58
896,KA91KA4712,Meena Mehta,+914977347776,EMAIL,KA91KA4712 overspeeding (43 km/h) at Hospital Road,Failed,2026-03-24 08:39:58
897,ML72BR1484,Rohan Nair,+911576202706,EMAIL,ML72BR1484 overspeeding (40 km/h) at Academic Block A,Failed,2026-03-24 03:10:58
898,AS95FF9779,Arjun Sharma,+917988247351,EMAIL,AS95FF9779 overspeeding (33 km/h) at Academic Block A,Failed,2026-03-23 15:14:58
899,ML67RX5733,Arjun Iyer,+917949777325,EMAIL,ML67RX5733 overspeeding (24 km/h) at Residential Zone,Failed,2026-03-24 05:03:58
900,ML66ZK5727,Meena Das,+917622447332,EMAIL,ML66ZK5727 overspeeding (38 km/h) at Library Junction,Delivered,2026-03-24 07:56:58
901,ML34UE2374,Rohan Joshi,+914806694030,SMS,ML34UE2374 overspeeding (34 km/h) at Academic Block A,Failed,2026-03-23 21:47:58
902,KA97LD1716,Rajesh Gupta,+916474566939,SMS,KA97LD1716 overspeeding (30 km/h) at Sports Complex,Delivered,2026-03-23 15:35:58
903,AS38TM4623,Kavya Gupta,+912540649898,EMAIL,AS38TM4623 overspeeding (57 km/h) at Academic Block A,Delivered,2026-03-24 09:34:58
904,ML67RX5733,Arjun Iyer,+917949777325,EMAIL,ML67RX5733 overspeeding (54 km/h) at Main Gate,Failed,2026-03-24 10:50:58
905,AS38TM4623,Kavya Gupta,+912540649898,EMAIL,AS38TM4623 overspeeding (54 km/h) at Main Gate,Failed,2026-03-23 14:26:58
906,KA30QN3381,Sneha Sharma,+912427917146,EMAIL,KA30QN3381 overspeeding (67 km/h) at Academic Block B,Delivered,2026-03-23 22:29:58
907,ML08KZ2169,Meena Kumar,+910547945931,SYSTEM,ML08KZ2169 overspeeding (33 km/h) at Academic Block A,Delivered,2026-03-24 03:17:58
908,ML56BF3812,Kavya Verma,+911367302207,SYSTEM,ML56BF3812 overspeeding (51 km/h) at Residential Zone,Failed,2026-03-23 18:19:58
909,DL01NF5747,Arjun Verma,+911316655257,SMS,DL01NF5747 overspeeding (67 km/h) at Academic Block B,Delivered,2026-03-24 12:14:58
910,DL86SZ9423,Meena Joshi,+919354767148,EMAIL,DL86SZ9423 overspeeding (28 km/h) at Hospital Road,Failed,2026-03-24 07:25:58
911,KA16IA3366,Rohan Sharma,+915286067475,SMS,KA16IA3366 overspeeding (41 km/h) at Hospital Road,Delivered,2026-03-23 18:09:58
912,ML72BR1484,Rohan Nair,+911576202706,SMS,ML72BR1484 overspeeding (21 km/h) at Academic Block B,Failed,2026-03-23 21:28:58
913,DL32VH5131,Ananya Nair,+916053706022,EMAIL,DL32VH5131 overspeeding (63 km/h) at Residential Zone,Delivered,2026-03-23 23:31:58
914,ML53WF1442,Arjun Das,+916625753145,SMS,ML53WF1442 overspeeding (62 km/h) at GH-4 Gate,Delivered,2026-03-24 09:13:58
915,KA98NI8813,Arjun Iyer,+917883709970,SYSTEM,KA98NI8813 overspeeding (59 km/h) at Library Junction,Delivered,2026-03-24 09:19:58
916,ML64JM7237,Ananya Mehta,+910089925356,SYSTEM,ML64JM7237 overspeeding (23 km/h) at Academic Block B,Delivered,2026-03-24 02:04:58
917,DL83RN3192,Pooja Mehta,+916710951012,SMS,DL83RN3192 overspeeding (54 km/h) at GH-4 Gate,Delivered,2026-03-24 03:03:58
918,KA82OH1461,Neha Nair,+915236349201,SYSTEM,KA82OH1461 overspeeding (25 km/h) at Academic Block A,Failed,2026-03-24 06:15:58
919,ML45SH3466,Sneha Joshi,+914389074659,SYSTEM,ML45SH3466 overspeeding (69 km/h) at GH-4 Gate,Failed,2026-03-23 23:29:58
